Child DCN,Child MOSIS ID,RefVisitingType.Description,VisitDate
0000002782,002782,Home Visit,2021-05-10
0000002782,002782,Case Management,2021-12-11
0000002782,002782,Case Management,2022-03-07
0000002782,002782,Home Visit,2021-06-19
0000002782,002782,Case Management,2021-09-26
0000002783,002783,Home Visit,2022-11-02
0000002783,002783,Family Support Visit,2022-12-16
0000002783,002783,Home Visit,2022-08-31
0000002783,002783,Developmental Check,2024-05-24
0000002783,002783,Case Management,2023-12-04
0000002785,002785,Family Support Visit,2020-08-08
0000002785,002785,Developmental Check,2022-08-01
0000002785,002785,Family Support Visit,2022-06-24
0000002785,002785,Developmental Check,2022-03-27
0000002786,002786,Developmental Check,2025-12-06
0000002786,002786,Family Support Visit,2022-01-04
0000002787,002787,Developmental Check,2023-10-24
0000002787,002787,Home Visit,2023-12-11
0000002787,002787,Family Support Visit,2022-04-30
0000002788,002788,Family Support Visit,2021-09-12
0000002788,002788,Home Visit,2020-10-25
0000002789,002789,Case Management,2021-04-30
0000002789,002789,Developmental Check,2021-07-28
0000002789,002789,Developmental Check,2021-05-11
0000002789,002789,Case Management,2021-08-26
0000002790,002790,Home Visit,2020-12-26
0000002790,002790,Developmental Check,2020-12-31
0000002790,002790,Family Support Visit,2021-01-11
0000002790,002790,Family Support Visit,2020-11-04
0000002791,002791,Case Management,2020-11-13
0000002791,002791,Family Support Visit,2019-09-30
0000002791,002791,Family Support Visit,2019-09-07
0000002791,002791,Family Support Visit,2020-11-19
0000002793,002793,Home Visit,2019-10-04
0000002794,002794,Case Management,2020-01-30
0000002794,002794,Developmental Check,2021-03-30
0000002795,002795,Home Visit,2020-06-26
0000002795,002795,Home Visit,2020-08-23
0000002797,002797,Developmental Check,2021-12-09
0000002797,002797,Home Visit,2022-01-26
0000002797,002797,Family Support Visit,2021-07-27
0000002797,002797,Home Visit,2021-12-28
0000002798,002798,Developmental Check,2024-01-31
0000002798,002798,Case Management,2024-11-28
0000002798,002798,Developmental Check,2024-01-19
0000002800,002800,Developmental Check,2021-03-05
0000002800,002800,Developmental Check,2022-02-01
0000002801,002801,Home Visit,2023-10-14
0000002801,002801,Developmental Check,2023-05-20
0000002802,002802,Case Management,2023-12-27
0000002802,002802,Home Visit,2023-09-03
0000002802,002802,Developmental Check,2023-07-08
0000002803,002803,Home Visit,2025-02-12
0000002803,002803,Developmental Check,2025-08-23
0000002804,002804,Home Visit,2022-10-04
0000002804,002804,Case Management,2023-01-20
0000002805,002805,Developmental Check,2023-05-18
0000002806,002806,Home Visit,2020-06-25
0000002806,002806,Family Support Visit,2021-02-16
0000002806,002806,Home Visit,2021-01-16
0000002806,002806,Developmental Check,2020-02-25
0000002806,002806,Home Visit,2020-03-25
0000002806,002806,Case Management,2020-06-08
0000002807,002807,Family Support Visit,2023-05-27
0000002808,002808,Home Visit,2021-10-05
0000002808,002808,Developmental Check,2024-07-22
0000002808,002808,Developmental Check,2024-06-04
0000002809,002809,Family Support Visit,2022-09-15
0000002810,002810,Home Visit,2023-09-29
0000002810,002810,Home Visit,2023-07-06
0000002811,002811,Developmental Check,2020-07-08
0000002811,002811,Home Visit,2020-12-12
0000002812,002812,Home Visit,2021-03-27
0000002812,002812,Family Support Visit,2021-02-13
0000002812,002812,Case Management,2021-05-21
0000002813,002813,Family Support Visit,2023-01-04
0000002813,002813,Home Visit,2021-09-24
0000002813,002813,Home Visit,2022-05-05
0000002814,002814,Case Management,2021-08-05
0000002814,002814,Family Support Visit,2019-12-19
0000002814,002814,Home Visit,2020-01-05
0000002814,002814,Case Management,2020-01-02
0000002814,002814,Developmental Check,2021-03-13
0000002814,002814,Home Visit,2021-08-27
0000002815,002815,Case Management,2022-03-18
0000002815,002815,Family Support Visit,2021-11-29
0000002815,002815,Case Management,2022-04-24
0000002816,002816,Family Support Visit,2021-10-09
0000002816,002816,Case Management,2021-01-11
0000002816,002816,Home Visit,2022-01-10
0000002817,002817,Case Management,2021-09-30
0000002817,002817,Case Management,2021-09-01
0000002817,002817,Home Visit,2021-09-18
0000002817,002817,Case Management,2021-12-24
0000002817,002817,Family Support Visit,2021-10-06
0000002819,002819,Case Management,2022-03-28
0000002819,002819,Developmental Check,2022-02-26
0000002820,002820,Developmental Check,2021-12-16
0000002820,002820,Developmental Check,2020-08-03
0000002821,002821,Family Support Visit,2024-05-19
0000002821,002821,Home Visit,2024-02-12
0000002822,002822,Case Management,2020-10-22
0000002822,002822,Developmental Check,2021-08-23
0000002823,002823,Developmental Check,2023-07-29
0000002823,002823,Home Visit,2023-07-11
0000002823,002823,Developmental Check,2023-07-18
0000002823,002823,Family Support Visit,2023-05-22
0000002824,002824,Family Support Visit,2023-01-13
0000002825,002825,Developmental Check,2022-04-25
0000002825,002825,Family Support Visit,2021-03-23
0000002825,002825,Developmental Check,2022-05-07
0000002825,002825,Family Support Visit,2022-02-17
0000002825,002825,Family Support Visit,2022-07-12
0000002826,002826,Home Visit,2022-08-24
0000002826,002826,Case Management,2021-01-03
0000002827,002827,Family Support Visit,2021-11-21
0000002827,002827,Case Management,2021-09-09
0000002827,002827,Family Support Visit,2021-10-03
0000002827,002827,Case Management,2021-11-24
0000002827,002827,Case Management,2020-09-17
0000002828,002828,Home Visit,2026-03-05
0000002830,002830,Home Visit,2025-04-04
0000002831,002831,Family Support Visit,2021-12-28
0000002831,002831,Family Support Visit,2025-01-24
0000002831,002831,Family Support Visit,2024-08-22
0000002831,002831,Case Management,2022-10-16
0000002832,002832,Case Management,2022-07-17
0000002832,002832,Home Visit,2022-07-12
0000002832,002832,Family Support Visit,2022-10-05
0000002832,002832,Developmental Check,2022-12-14
0000002832,002832,Developmental Check,2022-08-24
0000002834,002834,Home Visit,2023-01-11
0000002835,002835,Family Support Visit,2021-09-08
0000002835,002835,Home Visit,2021-08-05
0000002835,002835,Case Management,2021-05-13
0000002836,002836,Home Visit,2021-11-15
0000002836,002836,Developmental Check,2021-05-02
0000002836,002836,Developmental Check,2021-10-28
0000002836,002836,Home Visit,2022-02-23
0000002836,002836,Family Support Visit,2021-07-29
0000002837,002837,Family Support Visit,2022-09-17
0000002838,002838,Developmental Check,2026-02-03
0000002838,002838,Developmental Check,2024-04-03
0000002839,002839,Family Support Visit,2020-02-03
0000002839,002839,Developmental Check,2020-11-20
0000002839,002839,Case Management,2020-12-12
0000002839,002839,Developmental Check,2020-10-21
0000002840,002840,Family Support Visit,2020-12-16
0000002840,002840,Home Visit,2021-11-25
0000002840,002840,Developmental Check,2020-11-02
0000002841,002841,Home Visit,2019-11-03
0000002841,002841,Case Management,2023-05-22
0000002844,002844,Case Management,2020-06-27
0000002844,002844,Case Management,2020-09-01
0000002844,002844,Family Support Visit,2020-10-29
0000002844,002844,Home Visit,2020-07-23
0000002844,002844,Developmental Check,2020-12-06
0000002845,002845,Developmental Check,2021-02-28
0000002845,002845,Case Management,2022-01-30
0000002845,002845,Developmental Check,2021-02-17
0000002846,002846,Case Management,2025-05-15
0000002846,002846,Case Management,2025-01-04
0000002846,002846,Family Support Visit,2024-11-06
0000002846,002846,Case Management,2024-09-15
0000002847,002847,Developmental Check,2022-03-30
0000002847,002847,Developmental Check,2021-10-23
0000002848,002848,Developmental Check,2022-09-12
0000002848,002848,Family Support Visit,2022-07-01
0000002848,002848,Case Management,2022-01-04
0000002848,002848,Family Support Visit,2022-05-08
0000002848,002848,Developmental Check,2023-09-22
0000002849,002849,Home Visit,2021-04-02
0000002849,002849,Home Visit,2021-03-26
0000002850,002850,Family Support Visit,2020-05-23
0000002850,002850,Developmental Check,2020-04-02
0000002851,002851,Developmental Check,2022-02-13
0000002852,002852,Home Visit,2022-09-26
0000002853,002853,Family Support Visit,2023-11-11
0000002853,002853,Developmental Check,2022-09-27
0000002854,002854,Case Management,2020-04-23
0000002855,002855,Home Visit,2022-05-15
0000002855,002855,Family Support Visit,2022-03-21
0000002856,002856,Home Visit,2021-01-18
0000002856,002856,Home Visit,2023-04-09
0000002857,002857,Case Management,2022-04-14
0000002858,002858,Family Support Visit,2021-12-02
0000002858,002858,Developmental Check,2022-11-10
0000002859,002859,Developmental Check,2021-11-08
0000002859,002859,Family Support Visit,2021-09-08
0000002860,002860,Developmental Check,2022-05-12
0000002861,002861,Developmental Check,2023-03-11
0000002861,002861,Home Visit,2020-08-16
0000002862,002862,Home Visit,2023-01-23
0000002862,002862,Case Management,2024-03-11
0000002862,002862,Family Support Visit,2022-07-14
0000002862,002862,Home Visit,2023-05-22
0000002863,002863,Home Visit,2022-11-06
0000002864,002864,Case Management,2022-06-14
0000002866,002866,Developmental Check,2019-08-04
0000002866,002866,Family Support Visit,2021-06-19
0000002866,002866,Family Support Visit,2021-10-04
0000002866,002866,Home Visit,2019-07-04
0000002866,002866,Home Visit,2019-08-31
0000002866,002866,Family Support Visit,2019-08-15
0000002867,002867,Family Support Visit,2022-08-19
0000002868,002868,Developmental Check,2020-04-24
0000002868,002868,Case Management,2020-05-09
0000002868,002868,Developmental Check,2020-06-27
0000002870,002870,Home Visit,2022-01-31
0000002870,002870,Home Visit,2023-03-06
0000002871,002871,Developmental Check,2023-02-10
0000002872,002872,Home Visit,2018-12-06
0000002872,002872,Home Visit,2019-06-08
0000002872,002872,Developmental Check,2018-11-19
0000002872,002872,Case Management,2020-01-18
0000002875,002875,Family Support Visit,2021-11-07
0000002875,002875,Family Support Visit,2021-02-26
0000002875,002875,Home Visit,2021-10-25
0000002875,002875,Family Support Visit,2021-10-02
0000002876,002876,Home Visit,2020-06-03
0000002878,002878,Family Support Visit,2020-11-20
0000002879,002879,Home Visit,2019-06-25
0000002879,002879,Developmental Check,2020-02-28
0000002879,002879,Developmental Check,2020-04-14
0000002880,002880,Home Visit,2023-08-07
0000002880,002880,Family Support Visit,2023-09-23
0000002880,002880,Developmental Check,2022-08-22
0000002882,002882,Case Management,2023-07-14
0000002882,002882,Case Management,2023-05-31
0000002883,002883,Developmental Check,2022-01-14
0000002883,002883,Case Management,2021-04-29
0000002883,002883,Family Support Visit,2021-12-07
0000002883,002883,Case Management,2022-01-09
0000002883,002883,Case Management,2022-01-12
0000002884,002884,Family Support Visit,2023-07-04
0000002884,002884,Developmental Check,2023-04-06
0000002885,002885,Developmental Check,2019-12-14
0000002885,002885,Developmental Check,2019-12-12
0000002885,002885,Family Support Visit,2019-05-22
0000002885,002885,Case Management,2019-08-06
0000002885,002885,Case Management,2019-08-04
0000002887,002887,Family Support Visit,2021-09-25
0000002887,002887,Case Management,2022-01-17
0000002887,002887,Family Support Visit,2022-04-25
0000002887,002887,Developmental Check,2021-06-14
0000002888,002888,Family Support Visit,2024-08-11
0000002890,002890,Family Support Visit,2019-04-03
0000002890,002890,Developmental Check,2023-05-15
0000002891,002891,Developmental Check,2019-08-05
0000002891,002891,Home Visit,2019-11-25
0000002891,002891,Home Visit,2019-06-22
0000002891,002891,Home Visit,2019-09-18
0000002892,002892,Home Visit,2024-05-14
0000002893,002893,Family Support Visit,2022-08-19
0000002893,002893,Home Visit,2023-01-16
0000002893,002893,Home Visit,2023-03-10
0000002893,002893,Developmental Check,2022-07-06
0000002893,002893,Home Visit,2022-07-27
0000002893,002893,Home Visit,2022-06-16
0000002894,002894,Home Visit,2023-03-22
0000002894,002894,Family Support Visit,2021-10-05
0000002894,002894,Case Management,2020-12-11
0000002894,002894,Case Management,2020-12-03
0000002895,002895,Case Management,2021-09-26
0000002895,002895,Family Support Visit,2021-12-13
0000002895,002895,Family Support Visit,2021-04-18
0000002895,002895,Case Management,2021-11-13
0000002896,002896,Family Support Visit,2022-07-15
0000002896,002896,Developmental Check,2021-12-16
0000002896,002896,Case Management,2022-08-09
0000002896,002896,Developmental Check,2022-04-01
0000002897,002897,Developmental Check,2020-02-18
0000002898,002898,Family Support Visit,2021-09-17
0000002899,002899,Home Visit,2022-01-30
0000002900,002900,Home Visit,2021-10-20
0000002901,002901,Developmental Check,2024-06-13
0000002901,002901,Case Management,2024-07-27
0000002901,002901,Developmental Check,2024-06-19
0000002902,002902,Home Visit,2021-11-21
0000002902,002902,Family Support Visit,2023-04-20
0000002903,002903,Home Visit,2021-03-12
0000002904,002904,Case Management,2022-05-04
0000002904,002904,Developmental Check,2021-12-09
0000002904,002904,Case Management,2023-08-03
0000002904,002904,Case Management,2022-05-25
0000002905,002905,Home Visit,2021-12-09
0000002905,002905,Home Visit,2021-08-27
0000002905,002905,Family Support Visit,2021-02-25
0000002905,002905,Home Visit,2019-11-20
0000002906,002906,Case Management,2025-02-12
0000002906,002906,Family Support Visit,2022-12-21
0000002908,002908,Case Management,2020-09-05
0000002908,002908,Case Management,2021-08-28
0000002909,002909,Developmental Check,2020-10-24
0000002909,002909,Family Support Visit,2022-07-25
0000002909,002909,Developmental Check,2023-08-10
0000002911,002911,Developmental Check,2023-02-10
0000002911,002911,Developmental Check,2023-02-07
0000002911,002911,Family Support Visit,2023-07-09
0000002912,002912,Case Management,2020-09-02
0000002913,002913,Family Support Visit,2023-03-24
0000002914,002914,Developmental Check,2022-04-05
0000002915,002915,Case Management,2020-05-17
0000002915,002915,Case Management,2020-04-23
0000002915,002915,Case Management,2020-06-30
0000002915,002915,Developmental Check,2020-05-04
0000002915,002915,Case Management,2020-04-03
0000002916,002916,Case Management,2022-09-29
0000002918,002918,Home Visit,2019-10-17
0000002918,002918,Family Support Visit,2020-03-09
0000002919,002919,Case Management,2019-08-31
0000002920,002920,Family Support Visit,2020-06-28
0000002920,002920,Home Visit,2020-07-01
0000002920,002920,Case Management,2020-11-08
0000002920,002920,Case Management,2020-09-14
0000002920,002920,Family Support Visit,2020-10-18
0000002920,002920,Developmental Check,2020-10-12
0000002921,002921,Family Support Visit,2022-03-08
0000002921,002921,Developmental Check,2022-07-27
0000002922,002922,Case Management,2021-03-09
0000002922,002922,Developmental Check,2020-12-20
0000002922,002922,Family Support Visit,2022-06-10
0000002923,002923,Case Management,2021-12-22
0000002923,002923,Home Visit,2021-01-07
0000002924,002924,Family Support Visit,2022-02-15
0000002926,002926,Family Support Visit,2026-06-29
0000002926,002926,Case Management,2027-07-01
0000002926,002926,Developmental Check,2022-12-19
0000002926,002926,Case Management,2023-06-11
0000002928,002928,Home Visit,2024-03-22
0000002928,002928,Developmental Check,2024-06-01
0000002928,002928,Case Management,2026-05-16
0000002929,002929,Case Management,2019-03-22
0000002929,002929,Home Visit,2019-06-16
0000002929,002929,Developmental Check,2019-05-03
0000002930,002930,Home Visit,2022-04-16
0000002931,002931,Family Support Visit,2018-07-27
0000002931,002931,Family Support Visit,2019-02-01
0000002931,002931,Case Management,2019-03-31
0000002931,002931,Family Support Visit,2018-07-23
0000002931,002931,Family Support Visit,2018-12-26
0000002932,002932,Home Visit,2023-02-16
0000002932,002932,Family Support Visit,2024-02-08
0000002933,002933,Home Visit,2020-06-05
0000002933,002933,Case Management,2020-05-03
0000002933,002933,Case Management,2020-07-23
0000002933,002933,Case Management,2021-02-01
0000002934,002934,Home Visit,2023-02-14
0000002934,002934,Family Support Visit,2022-12-25
0000002934,002934,Family Support Visit,2022-07-30
0000002936,002936,Developmental Check,2020-09-15
0000002936,002936,Developmental Check,2021-11-08
0000002937,002937,Family Support Visit,2019-01-25
0000002937,002937,Case Management,2019-08-02
0000002937,002937,Family Support Visit,2019-02-23
0000002937,002937,Developmental Check,2020-01-31
0000002938,002938,Case Management,2022-12-12
0000002939,002939,Family Support Visit,2024-03-17
0000002939,002939,Case Management,2021-09-19
0000002939,002939,Developmental Check,2022-01-17
0000002939,002939,Developmental Check,2023-10-25
0000002939,002939,Home Visit,2022-04-20
0000002940,002940,Family Support Visit,2020-10-30
0000002940,002940,Family Support Visit,2020-02-16
0000002940,002940,Case Management,2020-01-23
0000002940,002940,Family Support Visit,2020-07-25
0000002940,002940,Case Management,2021-02-02
0000002940,002940,Case Management,2020-05-26
0000002941,002941,Family Support Visit,2022-06-21
0000002942,002942,Home Visit,2022-02-24
0000002942,002942,Home Visit,2023-01-11
0000002943,002943,Developmental Check,2021-10-14
0000002943,002943,Developmental Check,2022-09-25
0000002944,002944,Case Management,2022-11-15
0000002944,002944,Developmental Check,2022-06-24
0000002944,002944,Home Visit,2023-09-05
0000002944,002944,Home Visit,2022-05-26
0000002945,002945,Home Visit,2021-02-10
0000002947,002947,Developmental Check,2020-05-08
0000002947,002947,Family Support Visit,2020-07-15
0000002947,002947,Family Support Visit,2020-06-17
0000002947,002947,Family Support Visit,2019-12-10
0000002948,002948,Case Management,2022-06-05
0000002949,002949,Case Management,2020-12-19
0000002949,002949,Home Visit,2021-10-20
0000002949,002949,Home Visit,2020-11-17
0000002949,002949,Family Support Visit,2020-07-22
0000002950,002950,Case Management,2021-07-08
0000002950,002950,Case Management,2021-07-03
0000002950,002950,Developmental Check,2020-07-28
0000002950,002950,Family Support Visit,2022-02-09
0000002951,002951,Family Support Visit,2021-08-12
0000002952,002952,Developmental Check,2023-09-16
0000002952,002952,Case Management,2023-03-15
0000002953,002953,Family Support Visit,2024-08-19
0000002953,002953,Home Visit,2024-10-10
0000002954,002954,Developmental Check,2024-09-08
0000002955,002955,Family Support Visit,2022-10-18
0000002955,002955,Family Support Visit,2023-03-08
0000002956,002956,Case Management,2024-04-16
0000002956,002956,Case Management,2024-08-16
0000002956,002956,Developmental Check,2023-11-27
0000002957,002957,Developmental Check,2026-01-25
0000002957,002957,Case Management,2022-12-13
0000002958,002958,Developmental Check,2022-05-31
0000002958,002958,Developmental Check,2022-06-05
0000002958,002958,Case Management,2021-11-18
0000002958,002958,Case Management,2021-11-23
0000002958,002958,Case Management,2022-01-30
0000002959,002959,Case Management,2024-11-23
0000002959,002959,Family Support Visit,2023-08-12
0000002960,002960,Family Support Visit,2021-04-25
0000002960,002960,Family Support Visit,2021-04-13
0000002960,002960,Home Visit,2021-07-17
0000002960,002960,Family Support Visit,2021-04-04
0000002960,002960,Family Support Visit,2021-04-12
0000002961,002961,Case Management,2023-06-19
0000002961,002961,Developmental Check,2022-03-17
0000002962,002962,Case Management,2022-03-02
0000002962,002962,Home Visit,2022-06-08
0000002962,002962,Developmental Check,2022-01-15
0000002964,002964,Developmental Check,2024-08-04
0000002964,002964,Home Visit,2026-03-20
0000002964,002964,Case Management,2025-03-30
0000002966,002966,Case Management,2023-06-27
0000002968,002968,Case Management,2024-08-26
0000002969,002969,Case Management,2023-03-05
0000002969,002969,Family Support Visit,2022-01-14
0000002970,002970,Family Support Visit,2022-12-24
0000002970,002970,Family Support Visit,2023-05-24
0000002970,002970,Case Management,2022-09-10
0000002971,002971,Case Management,2022-04-16
0000002971,002971,Home Visit,2022-07-31
0000002971,002971,Home Visit,2022-04-06
0000002971,002971,Home Visit,2021-12-26
0000002972,002972,Case Management,2022-10-17
0000002972,002972,Developmental Check,2021-10-14
0000002973,002973,Home Visit,2023-08-01
0000002973,002973,Developmental Check,2023-08-16
0000002973,002973,Family Support Visit,2023-02-20
0000002974,002974,Family Support Visit,2021-09-18
0000002975,002975,Developmental Check,2020-05-19
0000002975,002975,Case Management,2021-03-06
0000002976,002976,Family Support Visit,2021-05-15
0000002977,002977,Developmental Check,2020-06-11
0000002981,002981,Case Management,2025-05-25
0000002981,002981,Home Visit,2023-08-21
0000002981,002981,Case Management,2022-07-18
0000002982,002982,Home Visit,2022-02-14
0000002982,002982,Home Visit,2019-12-18
0000002984,002984,Home Visit,2019-06-01
0000002984,002984,Developmental Check,2020-05-10
0000002985,002985,Family Support Visit,2022-12-25
0000002987,002987,Developmental Check,2021-12-03
0000002987,002987,Family Support Visit,2021-11-14
0000002988,002988,Home Visit,2023-10-14
0000002988,002988,Developmental Check,2022-10-25
0000002988,002988,Developmental Check,2023-11-13
0000002988,002988,Case Management,2023-05-08
0000002988,002988,Family Support Visit,2024-01-23
0000002989,002989,Case Management,2022-12-19
0000002989,002989,Developmental Check,2023-09-19
0000002990,002990,Developmental Check,2022-07-22
0000002990,002990,Case Management,2021-11-24
0000002992,002992,Case Management,2020-09-18
0000002993,002993,Family Support Visit,2019-09-01
0000002993,002993,Developmental Check,2019-08-23
0000002993,002993,Home Visit,2020-06-21
0000002994,002994,Developmental Check,2022-11-15
0000002994,002994,Family Support Visit,2022-07-08
0000002996,002996,Case Management,2025-01-26
0000002996,002996,Family Support Visit,2025-05-17
0000002996,002996,Home Visit,2023-12-26
0000002996,002996,Family Support Visit,2025-10-31
0000002997,002997,Family Support Visit,2020-08-03
0000002997,002997,Developmental Check,2023-07-27
0000002997,002997,Developmental Check,2021-08-07
0000002997,002997,Family Support Visit,2021-03-18
0000002998,002998,Case Management,2019-05-09
0000002999,002999,Home Visit,2020-01-25
0000002999,002999,Developmental Check,2019-01-10
0000002999,002999,Home Visit,2019-09-16
0000002999,002999,Family Support Visit,2019-08-17
0000003000,003000,Home Visit,2020-07-11
0000003000,003000,Developmental Check,2019-09-11
0000003000,003000,Home Visit,2020-07-30
0000003000,003000,Family Support Visit,2020-02-22
0000003000,003000,Case Management,2020-09-02
0000003000,003000,Family Support Visit,2020-04-18
0000003001,003001,Case Management,2022-02-21
0000003002,003002,Family Support Visit,2022-08-29
0000003002,003002,Home Visit,2020-03-01
0000003003,003003,Family Support Visit,2020-01-15
0000003003,003003,Home Visit,2020-03-19
0000003003,003003,Case Management,2019-08-01
0000003003,003003,Family Support Visit,2020-01-04
0000003003,003003,Home Visit,2020-05-19
0000003003,003003,Developmental Check,2020-01-14
0000003004,003004,Case Management,2019-04-05
0000003004,003004,Home Visit,2023-01-02
0000003005,003005,Developmental Check,2022-02-23
0000003005,003005,Home Visit,2021-03-29
0000003006,003006,Family Support Visit,2023-12-23
0000003007,003007,Developmental Check,2023-05-12
0000003008,003008,Home Visit,2020-11-26
0000003008,003008,Family Support Visit,2020-10-31
0000003009,003009,Case Management,2019-11-04
0000003009,003009,Developmental Check,2020-01-12
0000003009,003009,Case Management,2019-11-01
0000003009,003009,Case Management,2020-07-15
0000003009,003009,Case Management,2020-05-02
0000003009,003009,Family Support Visit,2020-08-15
0000003010,003010,Developmental Check,2019-12-14
0000003010,003010,Case Management,2020-11-07
0000003013,003013,Case Management,2024-04-28
0000003013,003013,Developmental Check,2022-12-14
0000003014,003014,Home Visit,2021-11-14
0000003014,003014,Home Visit,2022-10-14
0000003014,003014,Family Support Visit,2022-11-14
0000003014,003014,Family Support Visit,2021-12-22
0000003014,003014,Family Support Visit,2022-03-04
0000003015,003015,Case Management,2024-03-02
0000003015,003015,Home Visit,2023-12-13
0000003017,003017,Home Visit,2022-07-18
0000003017,003017,Case Management,2021-09-18
0000003018,003018,Family Support Visit,2020-04-17
0000003018,003018,Case Management,2020-05-02
0000003018,003018,Family Support Visit,2020-04-12
0000003018,003018,Family Support Visit,2020-07-09
0000003019,003019,Home Visit,2023-08-08
0000003019,003019,Family Support Visit,2020-10-23
0000003019,003019,Home Visit,2022-03-21
0000003019,003019,Home Visit,2021-07-15
0000003020,003020,Developmental Check,2024-07-05
0000003020,003020,Home Visit,2023-09-12
0000003020,003020,Case Management,2026-06-26
0000003021,003021,Family Support Visit,2022-03-31
0000003021,003021,Developmental Check,2021-03-15
0000003022,003022,Family Support Visit,2022-12-29
0000003023,003023,Case Management,2021-02-09
0000003024,003024,Case Management,2021-11-19
0000003025,003025,Family Support Visit,2022-09-30
0000003025,003025,Family Support Visit,2022-01-12
0000003026,003026,Developmental Check,2019-08-22
0000003026,003026,Developmental Check,2019-12-24
0000003026,003026,Case Management,2019-09-17
0000003026,003026,Developmental Check,2019-09-02
0000003026,003026,Home Visit,2020-01-15
0000003027,003027,Developmental Check,2020-12-26
0000003027,003027,Case Management,2023-10-09
0000003028,003028,Developmental Check,2022-06-13
0000003029,003029,Developmental Check,2020-02-04
0000003029,003029,Developmental Check,2019-12-08
0000003029,003029,Family Support Visit,2019-12-22
0000003029,003029,Case Management,2020-05-07
0000003029,003029,Family Support Visit,2020-11-06
0000003030,003030,Family Support Visit,2023-05-04
0000003030,003030,Developmental Check,2023-09-25
0000003030,003030,Family Support Visit,2023-10-15
0000003031,003031,Developmental Check,2021-07-22
0000003032,003032,Developmental Check,2021-11-17
0000003032,003032,Home Visit,2021-02-05
0000003032,003032,Home Visit,2022-04-21
0000003032,003032,Family Support Visit,2021-12-21
0000003033,003033,Home Visit,2021-01-13
0000003033,003033,Home Visit,2020-10-08
0000003033,003033,Family Support Visit,2020-10-30
0000003033,003033,Developmental Check,2021-05-17
0000003034,003034,Family Support Visit,2024-01-17
0000003035,003035,Developmental Check,2023-07-15
0000003035,003035,Family Support Visit,2022-10-03
0000003036,003036,Home Visit,2020-09-07
0000003037,003037,Case Management,2020-12-02
0000003037,003037,Case Management,2021-05-14
0000003037,003037,Home Visit,2021-03-08
0000003037,003037,Home Visit,2021-03-25
0000003037,003037,Developmental Check,2021-03-17
0000003037,003037,Developmental Check,2020-09-05
0000003038,003038,Home Visit,2022-04-07
0000003039,003039,Developmental Check,2026-10-31
0000003040,003040,Developmental Check,2023-04-05
0000003040,003040,Family Support Visit,2023-01-09
0000003040,003040,Home Visit,2024-11-17
0000003040,003040,Home Visit,2023-01-25
0000003041,003041,Family Support Visit,2023-03-21
0000003041,003041,Case Management,2024-10-14
0000003042,003042,Home Visit,2023-05-15
0000003043,003043,Family Support Visit,2019-05-17
0000003044,003044,Developmental Check,2023-08-06
0000003044,003044,Developmental Check,2022-08-23
0000003044,003044,Home Visit,2025-07-25
0000003045,003045,Home Visit,2019-10-27
0000003045,003045,Family Support Visit,2020-03-19
0000003045,003045,Home Visit,2019-11-06
0000003045,003045,Developmental Check,2019-12-23
0000003045,003045,Developmental Check,2019-10-13
0000003045,003045,Developmental Check,2020-06-13
0000003046,003046,Home Visit,2020-04-02
0000003046,003046,Home Visit,2019-12-13
0000003046,003046,Case Management,2020-05-04
0000003046,003046,Home Visit,2020-09-03
0000003047,003047,Family Support Visit,2024-05-05
0000003047,003047,Developmental Check,2024-05-11
0000003047,003047,Home Visit,2023-09-21
0000003047,003047,Case Management,2024-03-26
0000003047,003047,Case Management,2023-06-11
0000003048,003048,Case Management,2023-11-21
0000003048,003048,Case Management,2022-11-16
0000003048,003048,Developmental Check,2022-06-20
0000003049,003049,Home Visit,2022-11-02
0000003049,003049,Case Management,2022-08-23
0000003049,003049,Home Visit,2022-09-24
0000003051,003051,Developmental Check,2020-12-17
0000003053,003053,Developmental Check,2022-11-13
0000003054,003054,Developmental Check,2022-03-04
0000003054,003054,Developmental Check,2021-12-25
0000003055,003055,Home Visit,2021-05-07
0000003056,003056,Case Management,2020-03-11
0000003056,003056,Case Management,2020-05-23
0000003056,003056,Case Management,2020-12-09
0000003057,003057,Case Management,2021-02-06
0000003058,003058,Family Support Visit,2020-01-02
0000003058,003058,Case Management,2019-11-24
0000003058,003058,Home Visit,2019-03-12
0000003058,003058,Developmental Check,2020-09-24
0000003059,003059,Developmental Check,2020-12-06
0000003059,003059,Developmental Check,2021-03-09
0000003060,003060,Home Visit,2018-11-22
0000003060,003060,Home Visit,2018-12-12
0000003060,003060,Family Support Visit,2018-08-14
0000003060,003060,Case Management,2019-03-09
0000003061,003061,Family Support Visit,2022-04-02
0000003062,003062,Developmental Check,2023-02-03
0000003062,003062,Family Support Visit,2021-03-15
0000003063,003063,Developmental Check,2020-03-31
0000003064,003064,Family Support Visit,2023-04-29
0000003064,003064,Home Visit,2023-11-05
0000003064,003064,Case Management,2023-12-08
0000003064,003064,Family Support Visit,2024-01-15
0000003065,003065,Developmental Check,2020-08-27
0000003065,003065,Home Visit,2022-02-14
0000003065,003065,Home Visit,2021-04-29
0000003065,003065,Home Visit,2021-12-06
0000003066,003066,Case Management,2026-06-10
0000003067,003067,Family Support Visit,2023-01-15
0000003068,003068,Case Management,2022-08-22
0000003068,003068,Case Management,2023-03-11
0000003068,003068,Case Management,2021-12-31
0000003069,003069,Case Management,2022-03-16
