Child DCN,Child MOSIS ID,RefProgramType.Description,EnrollmentDate,ServicePlanDate,ServicePlanEndDate,VisitingIndicator,NumberOfDaysInAttendance,RefStudentGradeLevel.Description,RefFundingSource.Descriptions
0000001844,001844,Childcare Subsidy,2023-08-15,2023-08-27,2025-05-19,No,72,,Local
0000001844,001844,Early Head Start,2020-12-07,2020-12-26,2022-11-26,No,175,,State
0000001845,001845,Home Visiting,2022-08-04,2022-08-30,2023-06-06,Yes,4,,Local
0000001845,001845,Early Intervention,2023-07-06,2023-07-08,2024-01-10,No,52,Early Intervention,Federal
0000001845,001845,Head Start,2024-01-17,2024-02-05,2024-09-28,No,100,Pre-K,State
0000001846,001846,Home Visiting,2021-10-28,2021-11-14,2023-09-15,Yes,26,,State
0000001847,001847,Early Head Start,2022-04-27,2022-05-19,2025-02-26,No,203,,State
0000001848,001848,Early Head Start,2019-11-07,2019-12-04,2021-06-22,No,148,,Private
0000001849,001849,First Steps,2022-08-03,2022-08-13,2025-06-11,No,46,Early Intervention,Local
0000001850,001850,Early Head Start,2021-06-08,2021-06-17,2021-10-03,No,137,,Federal
0000001851,001851,Child Care,2019-03-03,2019-03-29,2019-06-07,No,114,,State
0000001851,001851,Early Intervention,2019-06-16,2019-07-09,2020-02-26,No,22,Early Intervention,Local
0000001852,001852,Home Visiting,2021-01-14,2021-01-21,2022-06-27,Yes,7,,Local
0000001852,001852,Early Head Start,2021-02-20,2021-03-07,2023-11-25,No,113,,Local
0000001853,001853,First Steps,2023-04-12,2023-05-05,2024-04-30,No,10,Early Intervention,Local
0000001854,001854,Childcare Subsidy,2020-04-02,2020-05-01,2020-11-25,No,125,,Federal
0000001854,001854,First Steps,2020-12-05,2020-12-27,2021-11-27,No,21,Early Intervention,Federal
0000001855,001855,Child Care,2023-06-27,2023-07-10,2024-08-28,No,91,,State
0000001855,001855,State Pre-K,2024-08-31,2024-09-01,2025-09-24,No,91,Pre-K,Private
0000001855,001855,Childcare Subsidy,2025-09-26,2025-10-14,2026-06-20,No,119,,Private
0000001856,001856,Childcare Subsidy,2019-03-18,2019-03-23,2020-04-18,No,100,,Federal
0000001857,001857,First Steps,2019-01-12,2019-01-25,2019-08-17,No,10,Early Intervention,Federal
0000001858,001858,Child Care,2020-08-04,2020-08-21,2021-08-18,No,86,,Federal
0000001858,001858,First Steps,2021-09-06,2021-09-20,2022-05-23,No,8,Early Intervention,Local
0000001858,001858,Child Care,2022-06-12,2022-07-09,2024-07-04,No,158,,Local
0000001859,001859,First Steps,2019-01-02,2019-01-10,2021-09-02,No,53,Early Intervention,Federal
0000001860,001860,Early Intervention,2022-10-27,2022-11-18,2024-09-26,No,47,Early Intervention,Private
0000001861,001861,Early Intervention,2021-06-03,2021-06-12,2022-12-17,No,17,Early Intervention,Local
0000001861,001861,Home Visiting,2023-01-02,2023-01-21,2023-09-20,Yes,21,,Private
0000001862,001862,Childcare Subsidy,2019-07-15,2019-07-20,2021-09-28,No,138,,Local
0000001863,001863,Home Visiting,2018-06-25,2018-07-15,2018-09-16,Yes,2,,Private
0000001863,001863,Child Care,2018-10-16,2018-10-24,2019-06-20,No,147,,Federal
0000001864,001864,First Steps,2022-11-03,2022-11-11,2023-07-25,No,30,Early Intervention,Local
0000001865,001865,Childcare Subsidy,2018-10-01,2018-10-18,2020-06-29,No,141,,Private
0000001865,001865,Childcare Subsidy,2020-08-12,2020-09-02,2021-06-15,No,105,,Local
0000001866,001866,Early Head Start,2021-06-14,2021-06-21,2022-04-05,No,128,,Federal
0000001866,001866,Home Visiting,2022-04-06,2022-04-10,2023-01-29,Yes,5,,Federal
0000001867,001867,Early Intervention,2019-12-04,2019-12-22,2021-08-19,No,29,Early Intervention,Local
0000001867,001867,Early Head Start,2021-09-29,2021-10-16,2023-10-12,No,108,,Federal
0000001868,001868,Early Intervention,2022-01-12,2022-02-05,2023-03-21,No,39,Early Intervention,Private
0000001868,001868,Early Head Start,2023-04-16,2023-04-18,2024-02-01,No,167,,State
0000001868,001868,Child Care,2024-02-15,2024-02-24,2025-12-02,No,158,,State
0000001869,001869,Childcare Subsidy,2020-09-05,2020-09-16,2023-02-08,No,197,,Federal
0000001870,001870,Childcare Subsidy,2021-05-26,2021-06-07,2022-06-19,No,150,,Private
0000001870,001870,Child Care,2022-09-19,2022-10-08,2024-01-23,No,165,,State
0000001871,001871,Home Visiting,2020-07-06,2020-08-05,2021-12-02,Yes,3,,Local
0000001871,001871,Child Care,2021-12-14,2021-12-15,2022-12-20,No,131,,State
0000001871,001871,Child Care,2023-01-17,2023-01-30,2023-11-29,No,92,,State
0000001872,001872,Early Intervention,2022-06-20,2022-07-18,2024-02-05,No,45,Early Intervention,State
0000001873,001873,First Steps,2019-01-17,2019-02-05,2019-09-27,No,23,Early Intervention,Federal
0000001873,001873,Childcare Subsidy,2019-10-16,2019-11-09,2020-02-19,No,79,,Private
0000001874,001874,Childcare Subsidy,2021-10-30,2021-11-01,2024-07-25,No,131,,Local
0000001874,001874,Childcare Subsidy,2024-08-01,2024-08-05,2026-11-22,No,175,,Local
0000001875,001875,Home Visiting,2019-09-18,2019-10-02,2020-03-04,Yes,11,,State
0000001875,001875,Childcare Subsidy,2019-11-01,2019-11-16,2020-10-11,No,130,,Local
0000001875,001875,Early Head Start,2021-03-11,2021-03-22,2021-09-17,No,58,,Local
0000001876,001876,Early Intervention,2020-10-21,2020-10-28,2021-10-04,No,17,Early Intervention,State
0000001877,001877,Home Visiting,2019-08-17,2019-09-11,2020-04-09,Yes,20,,Local
0000001877,001877,Early Intervention,2020-05-03,2020-05-28,2021-03-04,No,13,Early Intervention,State
0000001877,001877,Home Visiting,2021-04-03,2021-04-27,2023-03-27,Yes,17,,Local
0000001877,001877,State Pre-K,2023-04-18,2023-05-18,2024-07-22,No,128,Pre-K,Local
0000001878,001878,Childcare Subsidy,2021-07-13,2021-07-18,2021-12-10,No,56,,Private
0000001878,001878,Early Intervention,2021-08-17,2021-09-01,2022-07-23,No,14,Early Intervention,Federal
0000001879,001879,Early Intervention,2022-05-09,2022-05-29,2024-02-16,No,36,Early Intervention,Federal
0000001880,001880,Child Care,2019-08-20,2019-09-01,2021-06-09,No,94,,State
0000001880,001880,Home Visiting,2021-07-31,2021-08-28,2022-08-16,Yes,18,,State
0000001880,001880,State Pre-K,2022-11-14,2022-11-27,2024-01-12,No,93,Pre-K,Private
0000001880,001880,Home Visiting,2020-04-04,2020-04-08,2021-11-16,Yes,13,,Private
0000001880,001880,First Steps,2021-12-27,2021-12-31,2023-12-08,No,46,Early Intervention,Private
0000001881,001881,Child Care,2022-06-25,2022-06-26,2022-12-06,No,95,,Federal
0000001882,001882,Home Visiting,2022-09-07,2022-09-08,2023-06-04,Yes,12,,State
0000001883,001883,Early Intervention,2019-04-01,2019-04-13,2021-12-08,No,49,Early Intervention,Private
0000001883,001883,Childcare Subsidy,2021-12-16,2022-01-11,2024-05-12,No,52,,Federal
0000001884,001884,Early Intervention,2022-01-30,2022-01-31,2023-11-03,No,39,Early Intervention,Private
0000001884,001884,Head Start,2024-02-10,2024-03-06,2024-12-10,No,69,Pre-K,Local
0000001884,001884,Head Start,2025-02-13,2025-02-28,2026-08-10,No,92,Pre-K,State
0000001885,001885,Home Visiting,2022-01-11,2022-01-22,2023-01-24,Yes,6,,Private
0000001886,001886,First Steps,2021-05-17,2021-05-22,2024-01-16,No,43,Early Intervention,Local
0000001886,001886,Child Care,2024-03-05,2024-03-24,2025-07-23,No,189,,State
0000001887,001887,Early Head Start,2020-08-29,2020-09-15,2021-04-24,No,165,,Private
0000001887,001887,Childcare Subsidy,2021-07-28,2021-08-02,2022-06-24,No,86,,State
0000001888,001888,First Steps,2021-06-28,2021-07-02,2022-10-29,No,30,Early Intervention,Local
0000001888,001888,Child Care,2022-10-31,2022-11-17,2023-11-26,No,93,,Private
0000001889,001889,Home Visiting,2021-05-01,2021-05-14,2021-10-04,Yes,11,,State
0000001889,001889,Early Intervention,2021-10-14,2021-10-31,2022-08-29,No,9,Early Intervention,State
0000001890,001890,Early Intervention,2022-04-09,2022-04-11,2023-02-23,No,24,Early Intervention,State
0000001891,001891,First Steps,2020-05-08,2020-05-23,2021-01-22,No,49,Early Intervention,Private
0000001891,001891,Early Intervention,2021-02-21,2021-03-15,2022-06-05,No,11,Early Intervention,Private
0000001892,001892,Home Visiting,2019-11-14,2019-11-27,2020-08-26,Yes,12,,State
0000001892,001892,Childcare Subsidy,2021-01-23,2021-02-08,2021-10-22,No,76,,Federal
0000001893,001893,Child Care,2021-08-22,2021-08-27,2022-09-15,No,174,,Federal
0000001893,001893,Home Visiting,2022-09-25,2022-10-07,2024-04-20,Yes,13,,State
0000001894,001894,Early Head Start,2021-01-20,2021-02-17,2023-06-12,No,165,,State
0000001895,001895,Child Care,2021-01-25,2021-02-07,2021-09-25,No,68,,Private
0000001895,001895,Home Visiting,2021-12-15,2021-12-25,2022-03-28,Yes,6,,Private
0000001896,001896,First Steps,2020-11-21,2020-12-15,2022-08-09,No,22,Early Intervention,Federal
0000001896,001896,Childcare Subsidy,2022-08-19,2022-09-15,2024-08-04,No,138,,State
0000001897,001897,Childcare Subsidy,2022-02-10,2022-03-05,2023-03-01,No,116,,Private
0000001897,001897,First Steps,2023-03-09,2023-04-01,2024-02-25,No,21,Early Intervention,Local
0000001898,001898,Early Intervention,2023-01-25,2023-02-15,2023-10-04,No,34,Early Intervention,Federal
0000001899,001899,Childcare Subsidy,2020-11-11,2020-12-02,2021-05-18,No,153,,State
0000001899,001899,Childcare Subsidy,2021-08-24,2021-08-27,2021-11-01,No,38,,Federal
0000001900,001900,Early Intervention,2022-11-27,2022-12-06,2024-03-25,No,16,Early Intervention,Federal
0000001900,001900,Child Care,2023-01-05,2023-01-20,2026-04-19,No,194,,Private
0000001901,001901,Home Visiting,2021-03-08,2021-04-01,2021-08-31,Yes,11,,Federal
0000001902,001902,Childcare Subsidy,2021-01-11,2021-02-02,2022-04-26,No,91,,State
0000001903,001903,Early Intervention,2019-08-18,2019-08-27,2020-04-13,No,16,Early Intervention,Local
0000001903,001903,Early Head Start,2020-04-21,2020-05-04,2021-05-04,No,99,,Federal
0000001903,001903,Childcare Subsidy,2021-05-05,2021-05-21,2021-09-08,No,138,,State
0000001904,001904,Child Care,2019-08-28,2019-09-11,2019-12-24,No,115,,Federal
0000001904,001904,Childcare Subsidy,2020-06-21,2020-07-13,2021-04-08,No,39,,Local
0000001905,001905,First Steps,2021-10-16,2021-10-29,2023-01-25,No,35,Early Intervention,Private
0000001905,001905,First Steps,2023-04-29,2023-05-18,2025-03-19,No,35,Early Intervention,State
0000001905,001905,Head Start,2025-05-21,2025-05-24,2026-05-24,No,107,Pre-K,Local
0000001905,001905,Home Visiting,2022-02-04,2022-02-20,2023-04-15,Yes,13,,Private
0000001905,001905,Childcare Subsidy,2023-06-10,2023-06-25,2024-02-14,No,199,,Local
0000001906,001906,Early Intervention,2023-07-12,2023-07-24,2024-05-21,No,31,Early Intervention,State
0000001906,001906,Early Intervention,2024-06-08,2024-07-01,2026-04-19,No,34,Early Intervention,Private
0000001906,001906,Childcare Subsidy,2026-05-06,2026-05-30,2027-01-14,No,127,,State
0000001907,001907,Early Head Start,2021-04-07,2021-04-11,2021-11-26,No,65,,State
0000001908,001908,Child Care,2022-09-28,2022-10-28,2024-06-02,No,184,,Private
0000001908,001908,Home Visiting,2024-06-03,2024-06-09,2027-01-13,Yes,15,,Local
0000001908,001908,Early Head Start,2022-07-16,2022-08-04,2023-09-24,No,206,,State
0000001908,001908,First Steps,2023-09-25,2023-10-15,2026-06-26,No,11,Early Intervention,Private
0000001909,001909,Child Care,2019-09-17,2019-10-02,2022-06-07,No,138,,Local
0000001909,001909,Childcare Subsidy,2022-06-16,2022-06-22,2023-07-17,No,160,,Federal
0000001909,001909,Childcare Subsidy,2019-01-17,2019-01-31,2020-12-15,No,128,,Federal
0000001910,001910,First Steps,2022-12-09,2023-01-04,2023-03-12,No,32,Early Intervention,Federal
0000001910,001910,Childcare Subsidy,2023-02-03,2023-02-18,2023-08-06,No,45,,Private
0000001910,001910,Early Intervention,2023-08-15,2023-09-14,2024-02-23,No,24,Early Intervention,Local
0000001911,001911,Childcare Subsidy,2022-12-02,2022-12-08,2024-02-15,No,64,,Local
0000001912,001912,First Steps,2019-11-19,2019-12-13,2020-07-29,No,9,Early Intervention,Local
0000001912,001912,Childcare Subsidy,2020-10-12,2020-11-06,2021-09-21,No,108,,Federal
0000001912,001912,Early Intervention,2022-02-02,2022-02-09,2022-11-22,No,17,Early Intervention,State
0000001913,001913,Early Head Start,2022-09-15,2022-10-06,2023-11-28,No,98,,Private
0000001913,001913,Early Head Start,2023-12-07,2023-12-13,2025-07-16,No,105,,State
0000001913,001913,Childcare Subsidy,2025-07-28,2025-08-18,2026-09-21,No,178,,State
0000001914,001914,First Steps,2021-12-05,2021-12-14,2022-08-13,No,24,Early Intervention,State
0000001914,001914,Home Visiting,2022-08-21,2022-09-08,2023-09-01,Yes,20,,Local
0000001914,001914,Early Head Start,2023-09-19,2023-09-21,2024-03-25,No,45,,Federal
0000001915,001915,Early Head Start,2022-10-03,2022-10-15,2024-02-08,No,74,,State
0000001915,001915,Early Intervention,2024-02-22,2024-03-20,2025-01-26,No,40,Early Intervention,State
0000001916,001916,Childcare Subsidy,2022-07-14,2022-07-30,2024-01-16,No,152,,Federal
0000001916,001916,Child Care,2024-02-04,2024-02-15,2025-08-31,No,90,,Local
0000001916,001916,State Pre-K,2025-09-30,2025-10-06,2026-10-02,No,91,Pre-K,Local
0000001917,001917,Child Care,2021-07-09,2021-07-14,2022-03-06,No,71,,Federal
0000001917,001917,Child Care,2022-05-04,2022-05-30,2023-08-02,No,135,,Private
0000001918,001918,Child Care,2020-06-27,2020-07-04,2020-12-21,No,122,,State
0000001918,001918,Child Care,2021-01-07,2021-01-16,2021-06-09,No,31,,Private
0000001918,001918,First Steps,2021-06-13,2021-06-18,2022-04-26,No,29,Early Intervention,Federal
0000001918,001918,Home Visiting,2022-05-06,2022-06-05,2022-12-30,Yes,14,,Local
0000001918,001918,Head Start,2023-01-17,2023-02-02,2023-06-26,No,140,Pre-K,Federal
0000001919,001919,First Steps,2022-10-25,2022-10-29,2025-05-08,No,44,Early Intervention,Private
0000001920,001920,Home Visiting,2021-11-08,2021-12-02,2024-01-06,Yes,19,,Federal
0000001920,001920,Early Head Start,2024-01-23,2024-02-07,2025-11-09,No,174,,Private
0000001921,001921,Home Visiting,2022-06-27,2022-07-19,2024-06-06,Yes,20,,Federal
0000001921,001921,State Pre-K,2022-08-18,2022-09-02,2026-01-22,No,86,Pre-K,Local
0000001921,001921,Childcare Subsidy,2026-01-27,2026-02-13,2026-10-11,No,48,,Private
0000001921,001921,Childcare Subsidy,2022-04-13,2022-04-21,2024-03-05,No,137,,Private
0000001921,001921,Childcare Subsidy,2024-03-25,2024-04-13,2025-09-18,No,128,,Private
0000001922,001922,First Steps,2019-08-09,2019-09-03,2021-05-03,No,10,Early Intervention,State
0000001922,001922,Early Head Start,2021-05-11,2021-06-02,2024-02-02,No,109,,Federal
0000001922,001922,Child Care,2019-08-05,2019-08-17,2022-04-30,No,150,,Federal
0000001923,001923,Child Care,2021-08-31,2021-09-27,2024-05-01,No,169,,Federal
0000001923,001923,Child Care,2024-05-12,2024-06-07,2026-03-31,No,187,,Local
0000001924,001924,Childcare Subsidy,2022-10-06,2022-11-05,2025-01-30,No,74,,State
0000001924,001924,Childcare Subsidy,2025-02-28,2025-03-11,2026-11-25,No,69,,Private
0000001924,001924,Child Care,2022-05-28,2022-06-21,2025-05-28,No,56,,Private
0000001924,001924,Child Care,2025-06-02,2025-06-13,2026-11-25,No,131,,Local
0000001925,001925,Early Intervention,2019-11-10,2019-11-13,2020-02-06,No,37,Early Intervention,Local
0000001926,001926,Childcare Subsidy,2020-02-01,2020-02-03,2020-10-19,No,106,,State
0000001926,001926,Child Care,2020-03-04,2020-03-19,2021-03-21,No,101,,Local
0000001927,001927,First Steps,2020-12-01,2020-12-30,2022-02-05,No,12,Early Intervention,Local
0000001928,001928,Early Intervention,2022-03-13,2022-04-05,2022-11-30,No,23,Early Intervention,Private
0000001928,001928,Early Intervention,2023-04-06,2023-04-28,2023-08-06,No,30,Early Intervention,Private
0000001928,001928,Early Intervention,2023-10-14,2023-11-13,2024-06-17,No,9,Early Intervention,Local
0000001929,001929,Early Head Start,2021-08-04,2021-09-01,2023-10-14,No,119,,Private
0000001929,001929,Childcare Subsidy,2023-11-01,2023-12-01,2026-04-04,No,69,,Private
0000001930,001930,Early Head Start,2021-07-05,2021-07-29,2023-07-16,No,158,,Private
0000001930,001930,Childcare Subsidy,2023-10-04,2023-10-20,2025-02-17,No,190,,State
0000001930,001930,First Steps,2020-08-20,2020-09-10,2021-09-17,No,58,Early Intervention,State
0000001930,001930,Early Head Start,2021-11-16,2021-11-23,2024-11-15,No,181,,State
0000001931,001931,Home Visiting,2020-03-01,2020-03-11,2021-10-09,Yes,7,,Federal
0000001932,001932,Early Intervention,2021-03-17,2021-03-27,2022-10-25,No,54,Early Intervention,Federal
0000001932,001932,Child Care,2022-11-10,2022-11-14,2024-10-25,No,166,,State
0000001932,001932,Childcare Subsidy,2024-10-27,2024-11-22,2025-10-13,No,48,,Federal
0000001933,001933,Child Care,2019-04-16,2019-04-19,2022-01-12,No,77,,Private
0000001934,001934,Home Visiting,2023-04-02,2023-04-03,2024-12-13,Yes,25,,State
0000001934,001934,Childcare Subsidy,2024-12-31,2025-01-21,2026-10-24,No,184,,Local
0000001935,001935,Early Intervention,2022-10-08,2022-10-22,2023-11-04,No,25,Early Intervention,Private
0000001936,001936,First Steps,2020-03-15,2020-03-29,2020-11-09,No,26,Early Intervention,Local
0000001937,001937,Childcare Subsidy,2022-03-27,2022-03-31,2023-07-01,No,104,,Federal
0000001937,001937,Childcare Subsidy,2023-07-02,2023-07-13,2024-12-10,No,57,,Local
0000001937,001937,State Pre-K,2024-12-29,2025-01-27,2026-04-19,No,83,Pre-K,Federal
0000001938,001938,Childcare Subsidy,2020-10-16,2020-10-20,2021-10-25,No,41,,State
0000001938,001938,Home Visiting,2021-11-04,2021-11-09,2023-06-18,Yes,14,,Private
0000001939,001939,Child Care,2019-08-20,2019-09-08,2021-03-15,No,79,,Federal
0000001940,001940,Early Intervention,2019-04-08,2019-04-29,2020-03-16,No,19,Early Intervention,Local
0000001940,001940,Early Intervention,2020-07-07,2020-07-19,2021-07-29,No,16,Early Intervention,Federal
0000001941,001941,Home Visiting,2021-06-04,2021-06-18,2023-07-28,Yes,18,,Private
0000001941,001941,Child Care,2023-08-04,2023-08-22,2025-09-07,No,176,,Private
0000001941,001941,Early Head Start,2021-03-17,2021-04-06,2022-08-15,No,87,,State
0000001942,001942,Early Intervention,2019-08-03,2019-08-11,2021-05-23,No,22,Early Intervention,Private
0000001942,001942,Head Start,2019-09-10,2019-09-25,2023-06-20,No,107,Pre-K,Local
0000001943,001943,Home Visiting,2021-10-20,2021-10-23,2024-09-24,Yes,25,,State
0000001944,001944,Childcare Subsidy,2019-11-02,2019-11-05,2020-08-16,No,45,,State
0000001945,001945,Early Intervention,2020-02-15,2020-03-03,2020-12-14,No,9,Early Intervention,Federal
0000001946,001946,Early Intervention,2020-10-27,2020-11-18,2021-11-25,No,48,Early Intervention,State
0000001947,001947,Childcare Subsidy,2019-07-03,2019-07-25,2020-03-26,No,160,,State
0000001948,001948,Child Care,2023-02-14,2023-03-15,2025-05-05,No,122,,State
0000001949,001949,Child Care,2022-06-09,2022-06-26,2023-06-28,No,155,,Local
0000001950,001950,First Steps,2021-08-11,2021-08-27,2022-06-29,No,8,Early Intervention,State
0000001950,001950,Early Head Start,2022-07-08,2022-07-29,2023-11-19,No,76,,Private
0000001951,001951,Early Intervention,2021-09-29,2021-09-30,2022-07-02,No,21,Early Intervention,Private
0000001951,001951,Early Intervention,2022-07-29,2022-08-22,2024-07-27,No,48,Early Intervention,Private
0000001951,001951,Head Start,2024-07-30,2024-08-16,2025-05-27,No,109,Pre-K,State
0000001952,001952,Early Intervention,2021-01-17,2021-01-19,2022-07-06,No,23,Early Intervention,Federal
0000001952,001952,Childcare Subsidy,2022-07-25,2022-08-08,2024-04-28,No,74,,Federal
0000001952,001952,Head Start,2024-05-22,2024-06-04,2025-01-24,No,136,Pre-K,Local
0000001953,001953,Early Head Start,2021-07-29,2021-08-11,2024-04-06,No,62,,State
0000001953,001953,Child Care,2024-05-09,2024-05-22,2025-08-26,No,131,,State
0000001953,001953,Home Visiting,2021-02-26,2021-03-10,2022-11-21,Yes,26,,Private
0000001954,001954,Childcare Subsidy,2021-01-15,2021-01-28,2022-08-28,No,105,,Federal
0000001955,001955,Early Intervention,2020-03-17,2020-04-09,2020-11-18,No,28,Early Intervention,Private
0000001955,001955,Home Visiting,2021-05-05,2021-06-01,2021-10-15,Yes,18,,State
0000001955,001955,Early Intervention,2022-01-03,2022-01-24,2022-11-29,No,22,Early Intervention,Private
0000001956,001956,Early Head Start,2021-01-10,2021-01-24,2021-10-21,No,147,,State
0000001957,001957,Early Head Start,2021-12-24,2022-01-03,2022-10-25,No,44,,Private
0000001957,001957,First Steps,2022-10-29,2022-11-07,2024-01-04,No,11,Early Intervention,State
0000001957,001957,Childcare Subsidy,2024-01-07,2024-02-01,2024-09-15,No,67,,Local
0000001958,001958,Child Care,2020-08-25,2020-09-20,2021-07-15,No,113,,State
0000001959,001959,Child Care,2022-05-01,2022-05-14,2024-08-20,No,70,,Local
0000001959,001959,Childcare Subsidy,2024-08-22,2024-08-28,2025-12-04,No,72,,Local
0000001960,001960,Early Head Start,2020-12-12,2021-01-04,2022-01-14,No,73,,Local
0000001960,001960,Child Care,2022-03-22,2022-04-11,2023-09-26,No,162,,Federal
0000001961,001961,Early Head Start,2021-07-31,2021-08-10,2022-03-23,No,61,,State
0000001961,001961,Early Head Start,2022-03-26,2022-04-01,2023-02-19,No,124,,Local
0000001962,001962,Childcare Subsidy,2019-12-21,2020-01-18,2021-07-12,No,165,,Local
0000001962,001962,First Steps,2021-07-22,2021-08-05,2023-07-03,No,22,Early Intervention,State
0000001963,001963,Child Care,2021-01-18,2021-01-19,2021-11-25,No,32,,Private
0000001963,001963,Childcare Subsidy,2022-02-21,2022-03-21,2022-10-24,No,139,,State
0000001963,001963,Home Visiting,2023-03-24,2023-03-27,2023-09-25,Yes,15,,Local
0000001964,001964,First Steps,2019-06-20,2019-07-20,2020-03-06,No,40,Early Intervention,State
0000001965,001965,Childcare Subsidy,2020-06-06,2020-06-08,2022-04-09,No,195,,Federal
0000001965,001965,Childcare Subsidy,2022-04-19,2022-05-13,2024-03-01,No,188,,Federal
0000001966,001966,First Steps,2019-10-05,2019-11-03,2021-09-14,No,19,Early Intervention,Federal
0000001966,001966,Childcare Subsidy,2021-09-20,2021-10-07,2023-04-08,No,48,,Private
0000001967,001967,Early Intervention,2021-01-29,2021-02-21,2021-08-28,No,22,Early Intervention,State
0000001968,001968,Childcare Subsidy,2023-04-21,2023-04-23,2024-10-20,No,178,,Local
0000001969,001969,Home Visiting,2023-07-28,2023-07-31,2024-04-22,Yes,15,,State
0000001970,001970,Childcare Subsidy,2022-07-17,2022-08-14,2023-09-29,No,150,,Federal
0000001971,001971,Childcare Subsidy,2019-10-13,2019-11-04,2021-06-22,No,126,,Federal
0000001972,001972,Early Intervention,2021-01-15,2021-01-27,2022-12-19,No,37,Early Intervention,State
0000001973,001973,Childcare Subsidy,2020-10-07,2020-11-04,2021-12-27,No,86,,Private
0000001973,001973,Child Care,2022-01-12,2022-01-22,2023-12-09,No,54,,State
0000001973,001973,State Pre-K,2023-12-31,2024-01-11,2024-07-14,No,118,Pre-K,State
0000001974,001974,Early Intervention,2023-04-21,2023-04-29,2024-01-25,No,23,Early Intervention,Federal
0000001974,001974,Home Visiting,2024-02-02,2024-02-04,2024-10-14,Yes,12,,State
0000001974,001974,State Pre-K,2024-10-23,2024-10-24,2026-04-12,No,145,Pre-K,Private
0000001975,001975,First Steps,2020-12-19,2021-01-06,2022-07-18,No,41,Early Intervention,Local
0000001975,001975,Home Visiting,2022-08-10,2022-08-19,2024-05-23,Yes,15,,Private
0000001975,001975,State Pre-K,2024-05-25,2024-06-24,2025-09-19,No,122,Pre-K,State
0000001976,001976,First Steps,2020-02-05,2020-02-18,2020-12-04,No,43,Early Intervention,Local
0000001976,001976,Home Visiting,2020-12-31,2021-01-24,2022-01-24,Yes,13,,Private
0000001977,001977,First Steps,2021-02-21,2021-03-07,2023-01-30,No,47,Early Intervention,Local
0000001977,001977,Child Care,2023-01-31,2023-02-19,2024-10-02,No,99,,Federal
0000001977,001977,Childcare Subsidy,2024-10-28,2024-11-24,2025-05-13,No,170,,Private
0000001978,001978,Early Head Start,2021-10-07,2021-10-26,2022-07-13,No,121,,Private
0000001979,001979,First Steps,2018-07-21,2018-08-20,2021-05-16,No,40,Early Intervention,Private
0000001980,001980,Early Intervention,2020-04-27,2020-05-06,2020-11-07,No,12,Early Intervention,State
0000001981,001981,Early Intervention,2020-06-13,2020-07-11,2020-10-17,No,9,Early Intervention,State
0000001982,001982,First Steps,2021-05-01,2021-05-07,2021-11-29,No,24,Early Intervention,State
0000001983,001983,Home Visiting,2020-05-15,2020-05-21,2021-09-13,Yes,12,,Local
0000001983,001983,Early Head Start,2021-10-10,2021-10-23,2023-11-09,No,167,,Private
0000001983,001983,Child Care,2023-12-03,2023-12-05,2025-03-24,No,203,,Private
0000001984,001984,Child Care,2022-06-21,2022-07-16,2024-02-01,No,143,,Local
0000001984,001984,Childcare Subsidy,2024-02-19,2024-03-03,2026-03-27,No,99,,Private
0000001984,001984,Childcare Subsidy,2021-09-27,2021-10-13,2023-10-06,No,194,,Local
0000001985,001985,Child Care,2019-05-25,2019-06-17,2020-01-03,No,74,,State
0000001985,001985,Early Head Start,2020-01-11,2020-01-18,2020-06-30,No,130,,Local
0000001986,001986,Child Care,2019-07-02,2019-07-09,2021-04-28,No,177,,Federal
0000001986,001986,Head Start,2021-07-13,2021-07-26,2023-04-28,No,155,Pre-K,State
0000001987,001987,Child Care,2019-07-08,2019-07-14,2019-11-20,No,83,,State
0000001987,001987,Home Visiting,2020-05-04,2020-06-03,2021-05-18,Yes,16,,State
0000001988,001988,Child Care,2019-11-09,2019-11-15,2021-02-12,No,61,,Private
0000001989,001989,Childcare Subsidy,2019-10-25,2019-11-13,2021-11-26,No,114,,Private
0000001989,001989,State Pre-K,2022-01-05,2022-01-10,2023-10-14,No,110,Pre-K,Local
0000001990,001990,Child Care,2023-08-12,2023-08-14,2024-06-06,No,154,,Federal
0000001990,001990,First Steps,2024-06-25,2024-07-23,2025-11-15,No,37,Early Intervention,State
0000001991,001991,Early Head Start,2021-10-14,2021-10-21,2022-12-05,No,50,,Local
0000001992,001992,Early Intervention,2020-12-16,2020-12-28,2023-12-08,No,32,Early Intervention,Federal
0000001992,001992,Childcare Subsidy,2023-12-22,2024-01-19,2025-02-21,No,166,,State
0000001993,001993,Early Head Start,2018-11-17,2018-12-15,2019-07-16,No,40,,Federal
0000001994,001994,Early Head Start,2020-08-06,2020-08-24,2022-07-04,No,129,,Federal
0000001995,001995,Early Head Start,2021-08-26,2021-09-03,2022-12-27,No,144,,Federal
0000001995,001995,Early Intervention,2023-04-05,2023-04-30,2024-06-20,No,56,Early Intervention,Local
0000001996,001996,Child Care,2019-05-23,2019-06-17,2020-12-05,No,165,,Private
0000001997,001997,Childcare Subsidy,2022-11-07,2022-12-04,2025-09-26,No,85,,State
0000001997,001997,Head Start,2025-10-13,2025-10-30,2026-11-24,No,117,Pre-K,Local
0000001998,001998,First Steps,2022-06-18,2022-07-10,2023-03-29,No,10,Early Intervention,State
